essay_id,conventions,cohesion,grammar,vocabulary,overall,phraseology,syntax
01E7242A2AD7,3,3,3,3,3,3,3
3691B4714FD5,3,3,3,3,3,3,3
ED57CFEC1CF1,3,3,3,3,3,3,3
C868C220A380,3,3,3,3,3,3,3
9E4F43374DD5,3,3,3,3,3,3,3
AAF5D100E836,3,3,3,3,3,3,2
E0B86027C5C5,3,3,3,3,3,3,3
4CFAF19AF547,3,3,3,3,3,3,3
7DC02C918305,3,3,3,3,3,3,3
3EE4C10E9149,3,3,3,3,3,3,3
9B4C52064991,3,3,3,3,3,3,3
830CCF8E0B23,3,3,3,3,3,3,3
366725B151D7,3,3,3,3,3,3,3
6CB31DED1BF0,3,3,3,3,3,3,3
A3C8FABB8B29,3,3,3,3,3,3,3
20E194B18D0E,3,2,3,3,3,3,3
CB0BF6DDF9B7,3,3,3,3,3,3,3
29BB45AA907C,3,3,3,3,3,3,3
0757FE18DBAA,3,3,3,3,3,3,3
98D8FF9E3C56,3,3,3,3,3,3,3
314E6ED40C6A,3,3,3,3,3,3,3
B39F335086FB,3,3,3,3,3,3,3
DE54A8F9C29C,3,3,3,3,3,3,3
F7DC6C783239,3,3,3,3,3,3,3
744C96D9BE0B,3,3,3,3,3,3,3
6FBD476D8AC9,3,3,3,3,2,3,3
4A3A73608D0E,3,3,3,3,3,3,3
4994A639ED75,3,3,3,3,3,3,3
D185087926CD,3,3,3,3,3,3,3
6AA75E61D3C1,3,3,3,3,3,3,3
78303F7A5AB0,3,3,3,3,3,3,3
7F0B7DDE89B2,3,3,3,3,3,3,3
C7BD62EA392F,3,3,3,3,3,3,3
0A67029FA17C,3,3,3,1,1,3,1
38E03AE14C78,3,3,3,3,3,3,3
B558AFC603D4,3,3,3,3,3,3,3
918C1880FCD8,3,3,3,3,3,3,3
B6E9E12159E3,3,3,3,3,3,3,3
8B155840CA6D,2,2,3,2,1,2,3
BF267B42A2A4,3,3,3,3,3,3,3
56E188D44884,3,3,3,3,3,3,3
29595ADA257B,3,3,3,3,3,3,3
E4C49D70C330,3,3,3,3,3,3,3
3EEB66F3630C,3,3,3,3,3,3,3
C0BC39F655F9,3,3,3,3,3,3,3
253B2D521F14,3,2,2,2,2,3,2
A0C5D3BB735F,3,1,3,1,1,3,3
FBC269A9D3AE,3,3,3,3,3,3,3
41AEF2D0D03E,3,3,3,3,3,3,3
44C1594D0950,3,3,3,3,3,3,3
DE962FEDCD9E,3,3,3,3,3,3,3
40788D50B102,3,3,3,3,3,3,3
17C7C1CAF7E8,3,3,3,3,3,3,1
9E4E221D8419,3,3,3,3,3,3,3
506A69171959,3,3,3,3,3,3,3
4D35A86F4929,3,3,3,3,3,3,3
112B891A4F41,3,3,3,3,3,3,3
71A9098715EB,3,3,3,3,3,3,3
87E3F6FDAA68,3,3,3,3,3,3,3
ADFE2CDB6FF1,3,3,3,3,3,3,3
83FD2977A14D,3,3,3,3,3,3,3
8C5BF0347F87,3,3,3,3,3,3,3
0CFDDC1CF75A,3,3,3,3,3,3,1
3DB503D247B3,3,3,3,3,3,3,3
56AC4BE71C2F,3,3,3,3,3,3,3
85E3C840FCBF,3,3,3,3,3,3,3
1D9F4510A90B,3,3,3,3,3,3,3
74FF4379012C,3,3,3,3,3,3,3
D5202DF530D1,3,3,3,3,3,3,3
642E44E8DD25,3,3,3,3,3,3,3
5E32A7855A7F,3,3,3,3,3,3,3
4032ED0063E4,3,3,3,3,3,3,3
2C9EA803FF3A,3,3,3,3,3,3,3
10DA9316D02D,3,3,3,3,3,3,3
25130AAA9552,3,3,3,3,3,3,3
1151BAA93780,3,3,3,3,3,3,3
63146C2EA477,3,3,3,3,3,3,3
23F0ABEF8370,3,3,3,3,3,3,3
0F9DDF417CDA,3,3,3,3,3,3,3
871097AE113C,3,3,3,3,3,3,3
C27C72D6E208,3,3,4,3,3,3,3
90978A2F8599,3,3,3,3,3,3,3
83FEB27FD31E,3,3,3,3,3,3,3
8B1F8FCC9E56,3,3,3,3,3,3,3
A2BA5F95C077,3,3,3,3,3,3,3
E8C554B25F19,3,3,3,3,3,3,3
9B5E142C63AC,3,3,3,3,3,3,3
8EE0540E163D,3,3,3,3,3,3,3
68C346DDE213,3,3,3,3,3,3,3
D99C71A15BA0,3,3,3,3,3,3,3
14B667544F4E,3,3,3,3,3,3,3
2DA1C5338C78,3,3,3,3,3,3,3
8B1883B7393C,3,3,3,3,3,3,3
5E830B6462DB,3,3,3,3,3,3,3
669A736CF0B4,3,3,3,3,3,3,3
24008FFDB479,3,3,3,3,3,3,3
60623DB5DE7A,3,3,3,3,3,3,3
BD9FE34E4670,3,3,3,3,3,3,3
8C8B11C308CF,3,3,3,3,3,3,3
5EE6F7530113,3,3,3,3,3,3,3
76C2E20AF20E,3,3,3,3,3,3,3
46977B27324C,3,3,3,3,3,3,3
AA03F87A4A75,3,3,3,3,3,3,3
02A7A3AFFBD5,3,1,1,1,1,3,3
907FC59841EC,3,3,3,3,3,3,2
E52BA6E4D7EE,3,3,3,3,3,3,3
E3DBC3B092A7,3,3,3,3,3,3,3
12E3D52345C6,3,3,3,3,3,3,3
51A7C4616A18,3,2,3,3,3,3,1
04FA62C5F269,3,3,3,3,3,3,3
C537E278BAE6,3,3,3,3,3,3,3
34E9C436DECE,3,3,3,3,3,3,3
52D244740799,3,3,3,3,3,3,3
916C937AF222,3,3,3,3,3,3,3
A9A0D8CE21B4,3,3,3,3,3,3,3
219E44AA7948,3,3,3,3,3,3,3
507FAD8DAFB0,3,3,3,3,3,3,3
F5EA98F42452,3,3,3,3,3,3,3
CD506B5747F7,3,3,3,3,3,3,3
7D1825E2F4AD,3,3,3,3,3,3,3
4F5775B0B88D,3,3,3,3,3,3,3
A85F9CF7691D,3,3,3,3,3,3,3
EFB208F9EF60,3,3,3,3,3,3,3
AE6AE119B52F,3,3,3,3,3,3,3
4E8ED336CF7E,3,3,3,3,2,3,2
111443A063CE,3,3,3,3,3,3,3
1B2274161889,3,3,3,3,3,3,3
5C9B1FB411EB,3,3,3,3,3,3,3
9213A16C1A0A,3,3,3,3,3,3,3
FC9DA73D1EA0,3,3,3,3,3,3,3
EBEFF43F46EE,3,3,3,3,3,3,3
E78C1D3328E3,3,3,3,3,3,3,3
3B81809AA132,3,3,3,3,3,3,3
14ED79D68BC4,3,3,3,3,3,3,3
2A426B89E8C5,3,3,3,3,3,3,3
67F6FEDD7677,3,3,3,3,3,3,3
C2DCF6EED519,3,3,3,3,3,3,3
16BE136AB3A7,3,3,3,3,3,3,3
C3D8BAA89C4F,3,3,3,3,3,3,3
4FD2B58768E2,2,2,3,3,2,3,2
6D9728CB8711,3,3,3,3,3,3,3
253108CDC69F,3,3,3,3,3,3,3
19692639977E,3,3,3,3,3,3,3
6ED616EC6B00,3,3,3,3,3,3,3
34D76C62269C,3,3,3,3,3,3,3
9FFDCC21CAA0,3,3,3,3,3,3,3
BC227A70B60E,3,3,3,3,3,3,3
6F63F3BCD18D,3,3,3,3,3,3,3
E2A60C034849,3,3,3,3,3,3,3
D5C7212A31FD,3,3,3,3,3,3,3
80172B0A969C,3,3,3,3,3,3,2
A0B58CDB939A,3,3,3,3,3,3,3
DDD24AF9146F,3,3,3,3,3,3,3
858DFA7A9980,3,3,3,3,3,3,3
109CBA5203BB,3,3,3,3,3,3,3
6AB122D640E1,3,3,3,3,3,3,3
9EBCC1131B13,3,3,3,3,3,3,3
9551DA943B01,3,3,3,3,3,3,3
9CB6D9467227,3,3,3,3,3,3,3
B37D0A9D7859,3,3,3,3,3,3,3
AF7DB5739529,3,1,2,2,2,3,2
07A4DAFDE5B7,3,3,3,3,3,3,3
AF6A4C253262,3,3,3,3,3,3,3
269101ABF266,3,3,3,3,3,3,3
CB13841D09DF,3,3,3,3,3,4,3
2E6495FC2C72,3,3,3,3,3,3,3
CB769FAD1A51,3,3,3,3,3,3,3
F48D7BBAF52D,3,3,3,3,3,3,3
593E2802E27C,3,3,3,3,3,3,3
F934542997DC,3,3,3,3,3,3,3
A6745A8EE7AF,3,3,3,3,3,3,3
1A69B2FC1200,3,3,3,3,3,3,3
8311ABD30CC1,3,3,3,3,3,3,3
591B7E3E2B40,3,3,3,3,3,3,3
1D327ADD95AA,3,3,3,3,3,3,3
7B557B2F27CE,3,3,3,3,3,3,3
5086E20438E9,3,3,3,3,3,3,3
D25868F1C5C3,3,3,3,3,3,3,3
F1BB39C5E549,3,3,3,3,3,3,3
471C6119911D,3,3,3,3,3,3,3
10490469631A,3,3,3,3,3,3,3
EC719533AB43,3,3,3,3,3,3,3
4B0F6070B45A,3,3,3,3,3,3,3
A1A83A14B53F,3,3,3,3,3,3,3
BE4764F7BFF1,2,1,2,3,2,3,1
76BC1CB29C1E,3,3,3,3,3,3,3
CA6EBB87D7FF,3,3,3,3,3,3,3
4BE3F5DCD6C9,3,3,3,3,3,3,3
87692B9A8184,3,3,3,3,3,3,3
AA7B4CC7EE1B,3,3,3,3,3,3,3
B46E31AA2653,3,3,3,3,3,3,3
60EAF2CDEB66,3,3,3,3,3,3,3
3F4A9ACFEDFB,3,3,3,3,3,3,3
AA9429AD1038,3,3,3,3,3,3,3
759E0659FF69,3,3,3,3,3,3,3
681B9CD21B07,3,3,3,3,3,3,3
ABB6A19842F1,3,3,3,3,3,3,3
6B20E9C115AF,3,3,3,3,3,3,3
ED9C6EDC5601,2,2,2,2,1,3,2
C1D243FAE6FF,3,3,3,3,3,3,3
36311D8E825C,3,3,3,3,3,3,3
0ACB3F8B9DF8,3,3,3,3,3,3,3
F12FEB0FE5B6,3,3,3,3,3,3,3
CEACA9EC34F8,3,3,3,3,3,3,3
1B981E7E59C5,3,3,3,3,3,3,3
73268F15F18B,3,3,3,3,3,3,3
38CADC812CBA,3,3,3,3,3,3,3
9D3EE733AE65,3,3,3,3,3,3,3
9F979C691167,3,3,3,3,3,3,3
26650408983,3,3,3,3,3,3,3
D8284C3B2D2C,3,3,3,3,3,3,3
857574FE9711,3,3,3,3,3,3,3
24DAF94F0A18,3,3,3,3,3,3,3
4C3AFB55C4F7,3,3,3,3,3,3,3
C5784E7398EC,3,3,3,3,3,3,3
1703E46B4DC9,3,3,3,3,3,3,3
AFBC394080FC,3,3,3,3,3,3,3
7A2F7AAFA6C8,3,3,3,3,3,3,3
8BF621177FB3,3,3,3,3,3,3,3
8399BA1DF44B,3,3,3,3,3,3,3
13AB4CC7F80F,3,3,3,3,3,3,3
A055576C0F9E,3,3,3,3,3,3,3
AC7AB280A93C,1,1,1,1,1,2,1
702A25E4B218,3,3,3,3,3,3,3
211699D25472,3,3,3,3,3,3,3
CFBD5DD8ECFD,3,3,3,3,3,3,3
134937CE445C,3,3,3,4,4,4,4
17FC8F322225,3,3,3,3,3,3,3
5E3EA4C47C9A,3,3,3,3,3,3,3
22F571F54234,3,3,3,3,3,3,3
BC4A0CFD6CAF,3,3,3,3,3,3,3
CD586C88F4F3,3,3,3,3,3,3,3
3F12BC08B53F,3,3,3,3,3,3,3
DC1271D1294D,3,3,3,3,3,3,3
663149D85F9C,3,3,3,3,3,3,3
4E3FEE69D23E,3,3,3,3,3,3,3
D579D6F26A91,3,3,3,3,3,3,3
B1C43F31DAA7,3,3,3,3,3,3,3
B385E5EE33B9,3,3,3,3,3,3,3
65975436BE5C,3,3,3,3,3,3,3
27DBD975EC8E,3,3,3,3,3,3,3
B0AA5045D915,3,3,3,3,3,3,3
2B63A9B12B5B,3,3,3,3,3,3,3
03FDC60BE33B,3,3,3,3,3,3,3
E22F1FD54169,1,3,1,3,1,3,1
08D8232F2D78,3,3,3,3,3,3,3
0C1EDBE2EEC3,3,3,3,3,3,3,3
0F706EB152E7,3,3,3,3,3,3,3
1F8441914809,3,3,3,3,3,3,3
8650DDFD974B,3,3,3,3,3,3,3
991748F8ED61,3,3,3,3,3,3,3
01D8970208A9,3,3,3,3,3,3,3
F6C88F801A8A,3,3,3,3,3,3,3
