essay_id,overall,grammar,cohesion,conventions,vocabulary,syntax,phraseology
AFBC394080FC,5,5,4,4,4,5,5
7A2F7AAFA6C8,5,3,4,5,5,3,4
8BF621177FB3,5,4,5,5,4,4,5
8399BA1DF44B,3,5,5,3,5,5,5
13AB4CC7F80F,4,4,5,5,5,4,5
A055576C0F9E,5,5,5,4,4,5,4
AC7AB280A93C,4,3,5,3,5,1,5
702A25E4B218,4,3,5,1,1,5,1
211699D25472,5,1,4,4,4,5,4
CFBD5DD8ECFD,5,1,3,5,5,5,3
134937CE445C,3,4,4,4,5,4,4
17FC8F322225,4,3,5,5,4,5,1
5E3EA4C47C9A,5,5,4,5,5,4,4
22F571F54234,4,5,1,4,5,5,5
BC4A0CFD6CAF,4,4,4,4,3,3,4
CD586C88F4F3,1,1,1,1,5,1,4
3F12BC08B53F,4,4,3,3,3,3,3
DC1271D1294D,5,3,4,3,5,4,5
663149D85F9C,3,5,5,4,5,5,5
4E3FEE69D23E,5,5,5,4,4,5,5
D579D6F26A91,1,5,1,4,3,1,5
B1C43F31DAA7,4,4,5,3,4,4,5
B385E5EE33B9,4,5,4,3,4,5,5
65975436BE5C,5,4,5,5,5,5,3
27DBD975EC8E,5,4,4,3,4,3,4
B0AA5045D915,5,5,5,5,5,4,5
2B63A9B12B5B,5,1,5,5,5,5,5
03FDC60BE33B,5,4,5,5,4,5,4
E22F1FD54169,3,5,5,5,1,5,4
08D8232F2D78,4,4,3,5,5,5,4
0C1EDBE2EEC3,5,5,5,5,5,4,5
0F706EB152E7,5,4,5,5,5,3,4
1F8441914809,5,5,5,4,5,5,4
8650DDFD974B,5,4,5,5,5,5,4
991748F8ED61,5,4,5,4,5,5,5
01D8970208A9,4,4,4,4,5,5,3
F6C88F801A8A,4,5,3,3,5,5,5
