essay_id,overall,cohesion,syntax,vocabulary,phraseology,grammar,conventions
366725B151D7,2,3,2,3,2,3,2
6CB31DED1BF0,2,3,2,3,2,2,2
A3C8FABB8B29,2,3,2,3,2,3,2
20E194B18D0E,1,1,1,1,1,1,1
CB0BF6DDF9B7,3,3,2,2,2,3,2
29BB45AA907C,2,3,2,2,1,2,2
0757FE18DBAA,3,3,2,3,2,3,2
98D8FF9E3C56,2,2,3,2,1,2,1
314E6ED40C6A,2,2,3,2,1,3,2
B39F335086FB,3,3,2,2,2,3,2
DE54A8F9C29C,2,3,2,3,2,3,2
F7DC6C783239,3,3,2,3,2,3,2
744C96D9BE0B,2,3,2,3,2,3,2
6FBD476D8AC9,2,3,2,3,2,3,2
4A3A73608D0E,3,3,2,3,2,3,3
4994A639ED75,2,2,3,2,1,2,1
D185087926CD,2,2,3,2,1,2,1
6AA75E61D3C1,2,2,2,2,1,2,2
78303F7A5AB0,2,2,3,2,1,2,2
7F0B7DDE89B2,2,3,2,2,1,3,2
C7BD62EA392F,2,3,2,2,1,2,2
0A67029FA17C,3,2,2,3,2,3,2
38E03AE14C78,2,2,2,2,1,2,2
B558AFC603D4,2,3,2,3,2,3,2
918C1880FCD8,2,2,3,2,2,3,2
B6E9E12159E3,3,3,2,3,2,3,2
8B155840CA6D,2,3,2,3,2,3,2
BF267B42A2A4,2,2,3,2,1,2,2
56E188D44884,2,2,2,2,1,3,2
29595ADA257B,3,3,2,2,2,3,2
E4C49D70C330,2,2,3,2,1,3,2
3EEB66F3630C,3,3,2,2,2,3,2
C0BC39F655F9,2,2,3,2,2,3,2
253B2D521F14,2,2,3,2,2,3,2
A0C5D3BB735F,2,2,3,2,1,2,2
FBC269A9D3AE,2,2,3,2,1,2,1
41AEF2D0D03E,2,3,2,2,2,3,2
44C1594D0950,2,3,2,2,2,3,2
DE962FEDCD9E,1,1,1,2,1,1,1
40788D50B102,2,2,1,2,1,2,1
17C7C1CAF7E8,3,3,2,2,2,3,2
9E4E221D8419,2,3,2,2,1,3,2
506A69171959,2,3,2,2,1,3,2
4D35A86F4929,2,2,3,2,1,2,1
112B891A4F41,2,3,2,3,2,3,2
71A9098715EB,2,2,2,2,1,2,1
87E3F6FDAA68,3,2,2,3,2,3,2
ADFE2CDB6FF1,2,2,3,2,1,3,2
83FD2977A14D,3,2,2,3,2,3,2
8C5BF0347F87,2,1,2,2,1,2,1
0CFDDC1CF75A,2,3,2,2,1,2,1
3DB503D247B3,3,3,2,2,2,3,2
56AC4BE71C2F,2,2,3,2,1,3,2
85E3C840FCBF,3,3,2,2,2,3,2
1D9F4510A90B,3,3,3,3,2,4,3
74FF4379012C,2,3,2,2,1,3,2
D5202DF530D1,2,2,2,2,1,2,2
642E44E8DD25,2,3,2,2,1,3,2
5E32A7855A7F,2,3,2,3,2,3,2
4032ED0063E4,3,3,2,2,2,3,2
2C9EA803FF3A,3,3,2,2,2,3,2
10DA9316D02D,2,1,2,2,1,2,1
25130AAA9552,3,3,2,2,2,3,2
1151BAA93780,2,1,2,2,1,2,1
63146C2EA477,2,3,2,2,1,3,2
23F0ABEF8370,2,3,2,3,2,3,2
0F9DDF417CDA,2,2,1,2,1,2,2
871097AE113C,3,3,2,3,2,3,2
C27C72D6E208,2,3,1,2,2,2,2
90978A2F8599,3,3,2,2,2,3,2
83FEB27FD31E,2,2,3,2,1,3,2
8B1F8FCC9E56,2,2,3,2,2,2,1
A2BA5F95C077,3,2,2,3,1,3,2
E8C554B25F19,3,2,2,2,2,3,3
9B5E142C63AC,2,2,3,2,1,2,1
8EE0540E163D,3,3,2,3,2,3,3
68C346DDE213,2,3,2,2,1,3,2
D99C71A15BA0,2,2,2,2,1,3,2
14B667544F4E,3,3,2,2,2,3,2
2DA1C5338C78,3,3,2,3,2,3,2
8B1883B7393C,2,2,2,2,1,2,2
5E830B6462DB,3,3,2,2,2,3,2
669A736CF0B4,2,2,2,2,1,3,2
24008FFDB479,3,3,2,2,2,3,2
60623DB5DE7A,2,3,2,2,1,3,2
BD9FE34E4670,2,3,2,2,2,3,2
8C8B11C308CF,2,2,3,2,1,2,2
5EE6F7530113,3,3,2,2,2,3,2
76C2E20AF20E,3,2,2,2,1,3,2
46977B27324C,2,2,3,2,1,2,2
AA03F87A4A75,2,3,2,3,2,3,2
02A7A3AFFBD5,2,2,3,2,1,2,2
907FC59841EC,2,2,3,2,1,2,1
E52BA6E4D7EE,2,1,2,2,1,2,1
E3DBC3B092A7,3,3,2,3,2,3,3
12E3D52345C6,2,2,3,2,1,2,1
51A7C4616A18,2,3,2,3,2,3,2
04FA62C5F269,2,2,1,2,1,2,1
C537E278BAE6,2,2,3,3,2,2,2
34E9C436DECE,2,2,3,2,1,3,2
52D244740799,3,3,2,2,2,3,2
916C937AF222,2,2,3,2,1,2,2
A9A0D8CE21B4,2,3,2,2,1,3,2
219E44AA7948,2,1,2,2,1,2,1
507FAD8DAFB0,2,2,3,2,1,2,2
F5EA98F42452,2,2,3,2,1,2,1
CD506B5747F7,2,3,2,3,2,3,2
7D1825E2F4AD,2,2,3,2,1,2,1
4F5775B0B88D,2,2,3,2,1,2,2
A85F9CF7691D,2,2,3,2,1,2,1
EFB208F9EF60,3,2,2,3,2,3,2
AE6AE119B52F,2,2,3,2,1,2,1
4E8ED336CF7E,3,3,2,2,2,3,2
111443A063CE,2,3,2,3,2,3,2
1B2274161889,2,2,3,2,1,2,1
5C9B1FB411EB,2,2,3,2,1,2,1
9213A16C1A0A,2,3,2,2,2,3,2
FC9DA73D1EA0,3,3,2,3,2,3,2
EBEFF43F46EE,2,2,3,2,1,2,1
E78C1D3328E3,2,3,2,3,2,2,2
3B81809AA132,2,2,3,2,1,2,1
14ED79D68BC4,3,2,2,3,1,3,2
2A426B89E8C5,2,2,3,2,1,3,2
67F6FEDD7677,2,3,2,3,2,3,2
C2DCF6EED519,2,2,2,2,1,2,1
16BE136AB3A7,3,2,2,3,2,3,2
C3D8BAA89C4F,2,2,3,2,1,2,2
4FD2B58768E2,2,3,2,2,2,3,2
6D9728CB8711,2,3,2,2,1,3,2
253108CDC69F,2,3,2,3,2,2,2
19692639977E,2,2,1,2,1,2,2
6ED616EC6B00,2,2,3,2,2,3,2
34D76C62269C,2,3,2,3,2,3,2
9FFDCC21CAA0,2,3,2,2,1,3,2
BC227A70B60E,3,3,2,2,2,3,2
6F63F3BCD18D,2,2,3,2,1,2,1
E2A60C034849,2,1,2,2,1,2,1
D5C7212A31FD,2,3,2,3,2,2,2
80172B0A969C,2,2,2,2,1,2,2
A0B58CDB939A,3,3,2,2,2,3,2
DDD24AF9146F,2,2,3,2,1,2,1
858DFA7A9980,3,3,2,2,2,3,2
109CBA5203BB,2,3,2,2,1,2,2
6AB122D640E1,2,3,2,3,2,3,2
9EBCC1131B13,3,3,2,2,2,3,2
9551DA943B01,3,2,2,3,2,3,2
9CB6D9467227,2,3,2,3,2,3,2
B37D0A9D7859,3,2,2,2,2,3,2
AF7DB5739529,2,2,1,2,1,2,2
07A4DAFDE5B7,2,3,2,2,2,3,2
AF6A4C253262,2,3,1,2,2,2,2
269101ABF266,2,2,2,2,1,2,2
CB13841D09DF,2,2,3,2,1,2,1
2E6495FC2C72,3,3,2,3,2,3,2
CB769FAD1A51,3,2,2,3,2,3,2
F48D7BBAF52D,2,2,3,2,1,2,1
593E2802E27C,2,3,2,3,2,3,2
F934542997DC,2,2,3,2,1,2,2
A6745A8EE7AF,2,3,2,2,1,3,2
1A69B2FC1200,2,2,3,2,1,2,1
8311ABD30CC1,2,2,3,2,1,3,2
591B7E3E2B40,3,3,2,3,2,4,3
1D327ADD95AA,2,2,3,2,1,3,2
7B557B2F27CE,2,2,2,2,1,2,2
5086E20438E9,1,1,1,2,1,1,1
D25868F1C5C3,2,3,2,2,1,3,2
F1BB39C5E549,2,3,2,3,2,3,2
471C6119911D,3,3,2,2,2,3,2
10490469631A,2,2,3,2,1,3,2
EC719533AB43,2,2,3,2,1,2,2
4B0F6070B45A,2,2,3,2,1,2,1
A1A83A14B53F,3,3,2,2,2,3,2
BE4764F7BFF1,3,2,2,2,1,3,2
76BC1CB29C1E,2,2,3,2,1,2,1
CA6EBB87D7FF,2,2,3,2,1,3,2
4BE3F5DCD6C9,2,2,3,2,2,3,2
87692B9A8184,2,3,2,3,2,3,2
AA7B4CC7EE1B,3,2,3,3,2,3,2
B46E31AA2653,2,3,2,2,2,3,2
60EAF2CDEB66,1,1,1,2,1,1,1
3F4A9ACFEDFB,2,3,2,2,1,2,2
AA9429AD1038,2,2,3,2,1,3,2
759E0659FF69,2,2,3,2,1,2,1
681B9CD21B07,2,3,2,2,2,3,2
ABB6A19842F1,2,3,2,2,1,3,2
6B20E9C115AF,3,3,2,2,2,3,2
ED9C6EDC5601,2,2,3,2,1,2,2
C1D243FAE6FF,2,2,2,2,1,2,1
36311D8E825C,2,2,3,2,2,3,2
0ACB3F8B9DF8,2,3,2,2,1,2,2
F12FEB0FE5B6,2,2,2,2,1,2,1
CEACA9EC34F8,2,3,2,2,2,3,2
1B981E7E59C5,2,2,3,2,1,2,2
73268F15F18B,2,2,3,2,1,2,2
38CADC812CBA,3,3,2,2,2,3,2
9D3EE733AE65,2,2,3,2,1,2,1
9F979C691167,2,3,2,3,2,3,2
26650408983,3,3,2,2,2,3,2
D8284C3B2D2C,,,,,,,
857574FE9711,2,3,2,2,1,3,2
24DAF94F0A18,3,3,2,2,2,3,2
4C3AFB55C4F7,2,2,3,2,1,2,2
C5784E7398EC,3,3,2,2,2,3,2
1703E46B4DC9,3,3,2,3,2,2,2
AFBC394080FC,2,2,3,2,1,2,2
7A2F7AAFA6C8,2,2,3,2,1,2,2
8BF621177FB3,2,2,1,2,1,2,2
8399BA1DF44B,2,2,2,2,1,3,2
13AB4CC7F80F,2,3,2,2,1,3,2
A055576C0F9E,2,2,3,2,1,3,2
AC7AB280A93C,2,3,2,2,2,3,2
702A25E4B218,3,2,2,2,1,3,2
211699D25472,2,3,2,3,2,3,2
CFBD5DD8ECFD,3,3,2,2,2,3,2
134937CE445C,3,3,2,3,2,3,2
17FC8F322225,2,3,2,3,2,3,2
5E3EA4C47C9A,3,3,2,2,2,3,3
22F571F54234,2,3,2,3,2,3,2
BC4A0CFD6CAF,3,2,2,2,2,3,2
CD586C88F4F3,3,2,2,2,2,3,3
3F12BC08B53F,2,2,3,2,2,2,2
DC1271D1294D,2,2,3,2,1,2,1
663149D85F9C,3,3,2,2,2,3,2
4E3FEE69D23E,3,2,2,2,1,3,2
D579D6F26A91,2,3,2,2,2,3,2
B1C43F31DAA7,2,3,2,3,2,3,2
B385E5EE33B9,2,3,2,2,2,3,2
65975436BE5C,2,2,3,2,1,3,2
27DBD975EC8E,2,2,3,2,2,2,2
B0AA5045D915,3,3,2,2,2,3,2
2B63A9B12B5B,2,3,2,3,2,3,2
03FDC60BE33B,2,2,3,2,1,3,1
E22F1FD54169,2,2,3,2,1,2,1
08D8232F2D78,3,3,2,2,2,3,2
0C1EDBE2EEC3,2,2,3,2,1,2,2
0F706EB152E7,2,2,2,2,1,2,2
1F8441914809,2,3,2,2,1,3,2
8650DDFD974B,2,3,2,2,1,3,2
991748F8ED61,2,3,2,3,2,3,2
01D8970208A9,2,2,3,2,1,2,1
F6C88F801A8A,,,,,,,
