essay_id,overall,cohesion,syntax,vocabulary,phraseology,grammar,conventions
52D244740799,1,1,1,1,1,1,1
916C937AF222,3,4,3,3,2,3,4
A9A0D8CE21B4,2,2,1,1,1,1,2
219E44AA7948,1,1,1,1,1,1,1
507FAD8DAFB0,1,1,1,1,1,1,1
F5EA98F42452,2,2,2,2,1,1,2
CD506B5747F7,1,2,1,1,1,1,1
7D1825E2F4AD,2,2,2,2,1,1,1
4F5775B0B88D,1,1,1,1,1,1,1
A85F9CF7691D,1,1,1,1,1,1,1
EFB208F9EF60,1,2,1,1,1,1,1
AE6AE119B52F,2,2,2,2,1,2,2
4E8ED336CF7E,1,1,1,1,1,1,1
111443A063CE,2,2,2,2,1,2,2
1B2274161889,1,1,1,1,1,1,1
5C9B1FB411EB,2,2,1,1,1,1,1
9213A16C1A0A,1,1,1,1,1,1,1
FC9DA73D1EA0,1,1,1,1,1,1,1
EBEFF43F46EE,2,2,2,2,1,2,3
E78C1D3328E3,1,1,1,1,1,1,1
3B81809AA132,1,1,1,1,1,1,1
14ED79D68BC4,1,2,1,1,1,1,1
2A426B89E8C5,1,1,1,1,1,1,1
67F6FEDD7677,1,1,1,1,1,1,1
C2DCF6EED519,2,2,2,2,1,1,1
16BE136AB3A7,1,1,1,1,1,1,1
C3D8BAA89C4F,2,2,2,2,2,2,2
4FD2B58768E2,1,1,1,1,1,1,1
6D9728CB8711,2,2,2,2,2,1,2
253108CDC69F,1,2,1,1,1,1,1
19692639977E,1,1,1,1,1,1,1
6ED616EC6B00,1,1,1,1,1,1,1
34D76C62269C,2,2,2,2,1,2,2
9FFDCC21CAA0,2,2,1,1,1,1,1
BC227A70B60E,2,2,1,2,1,1,2
6F63F3BCD18D,2,2,2,2,1,1,2
E2A60C034849,2,2,1,1,1,1,1
D5C7212A31FD,1,1,1,1,1,1,1
80172B0A969C,1,1,1,1,1,1,1
A0B58CDB939A,1,1,1,1,1,1,1
DDD24AF9146F,2,2,2,2,2,2,3
858DFA7A9980,2,2,1,2,1,1,2
109CBA5203BB,3,3,3,3,2,2,4
6AB122D640E1,2,2,2,1,1,1,2
9EBCC1131B13,2,2,2,2,2,1,2
9551DA943B01,2,2,2,2,1,2,2
9CB6D9467227,2,2,2,2,1,1,2
B37D0A9D7859,2,2,2,2,1,2,2
AF7DB5739529,2,2,2,2,1,2,2
07A4DAFDE5B7,2,3,2,2,2,1,2
AF6A4C253262,2,2,2,2,1,1,2
269101ABF266,2,2,2,2,2,1,2
CB13841D09DF,2,2,2,2,1,1,1
2E6495FC2C72,1,1,1,1,1,1,1
CB769FAD1A51,2,2,1,2,1,1,2
F48D7BBAF52D,2,2,1,2,1,1,2
593E2802E27C,1,1,1,1,1,1,1
F934542997DC,1,2,1,1,1,1,1
A6745A8EE7AF,2,2,1,1,1,1,2
1A69B2FC1200,1,1,1,1,1,1,1
8311ABD30CC1,1,1,1,1,1,1,1
591B7E3E2B40,1,1,1,1,1,1,1
1D327ADD95AA,2,2,2,2,2,1,2
7B557B2F27CE,2,2,2,1,1,1,2
5086E20438E9,1,1,1,1,1,1,1
D25868F1C5C3,1,1,1,1,1,1,1
F1BB39C5E549,1,2,1,1,1,1,1
471C6119911D,2,2,2,2,1,1,2
10490469631A,2,2,2,2,2,2,3
EC719533AB43,2,2,2,2,1,1,1
4B0F6070B45A,1,1,1,1,1,1,1
A1A83A14B53F,1,1,1,1,1,1,1
BE4764F7BFF1,2,3,2,2,2,2,3
76BC1CB29C1E,1,1,1,1,1,1,1
CA6EBB87D7FF,1,1,1,1,1,1,1
4BE3F5DCD6C9,1,1,1,1,1,1,1
87692B9A8184,2,2,2,2,1,2,2
AA7B4CC7EE1B,2,2,2,2,2,1,2
B46E31AA2653,2,2,1,2,1,1,2
60EAF2CDEB66,1,2,1,1,1,1,1
3F4A9ACFEDFB,1,1,1,1,1,1,1
AA9429AD1038,1,1,1,1,1,1,1
759E0659FF69,1,1,1,1,1,1,1
681B9CD21B07,1,1,1,1,1,1,1
ABB6A19842F1,2,3,2,2,2,2,2
6B20E9C115AF,2,2,2,2,1,1,1
ED9C6EDC5601,1,2,1,1,1,1,1
C1D243FAE6FF,2,2,1,2,1,1,2
36311D8E825C,2,2,1,1,1,1,1
0ACB3F8B9DF8,2,2,1,2,1,1,2
F12FEB0FE5B6,1,1,1,1,1,1,1
CEACA9EC34F8,1,1,1,1,1,1,1
1B981E7E59C5,2,2,1,2,1,1,2
73268F15F18B,2,2,2,2,1,1,1
38CADC812CBA,1,1,1,1,1,1,1
9D3EE733AE65,2,2,2,2,1,2,2
9F979C691167,1,1,1,1,1,1,1
26650408983,2,2,2,2,1,1,1
D8284C3B2D2C,2,2,2,2,1,1,2
857574FE9711,1,1,1,1,1,1,1
24DAF94F0A18,2,2,1,1,1,1,1
4C3AFB55C4F7,3,3,3,2,2,3,3
C5784E7398EC,1,1,1,1,1,1,1
1703E46B4DC9,2,2,2,2,1,1,2
AFBC394080FC,1,1,1,1,1,1,1
7A2F7AAFA6C8,2,2,2,2,1,1,1
8BF621177FB3,2,2,2,1,1,1,2
8399BA1DF44B,1,1,1,1,1,1,1
13AB4CC7F80F,1,1,1,1,1,1,1
A055576C0F9E,2,2,1,2,1,1,2
AC7AB280A93C,2,2,2,2,2,2,2
702A25E4B218,2,2,2,2,1,2,2
211699D25472,2,2,2,2,1,1,2
CFBD5DD8ECFD,2,2,2,2,2,1,2
134937CE445C,2,3,2,2,2,2,2
17FC8F322225,2,2,2,2,1,1,1
5E3EA4C47C9A,2,2,2,2,2,1,1
22F571F54234,3,4,3,3,2,4,4
BC4A0CFD6CAF,2,2,2,2,1,1,1
CD586C88F4F3,2,2,1,2,1,1,2
3F12BC08B53F,2,2,2,2,1,1,1
DC1271D1294D,2,2,2,1,1,1,1
663149D85F9C,1,1,1,1,1,1,1
4E3FEE69D23E,2,2,2,2,1,1,2
D579D6F26A91,2,3,2,2,2,2,2
B1C43F31DAA7,2,2,2,2,2,1,2
B385E5EE33B9,1,1,1,1,1,1,1
65975436BE5C,3,4,3,2,2,3,4
27DBD975EC8E,1,1,1,1,1,1,1
B0AA5045D915,2,2,2,2,2,1,2
2B63A9B12B5B,2,3,2,2,2,2,3
03FDC60BE33B,2,2,2,2,2,1,2
E22F1FD54169,1,1,1,1,1,1,1
08D8232F2D78,1,1,1,1,1,1,1
0C1EDBE2EEC3,2,2,2,2,1,2,2
0F706EB152E7,2,2,2,2,1,1,2
1F8441914809,1,1,1,1,1,1,1
8650DDFD974B,2,2,2,2,1,2,2
991748F8ED61,1,1,1,1,1,1,1
01D8970208A9,2,2,1,1,1,1,2
F6C88F801A8A,1,1,1,1,1,1,1
